Cleanup ID,Zone,State,Country,GPS,Cleanup Type,Cleanup Date,Group Name,Adults,Children,People,Pounds,Miles,# of bags,Cigarette Butts,"Food Wrappers (candy, chips, etc.)",Take Out/Away Containers (Plastic),Take Out/Away Containers (Foam),Bottle Caps (Plastic),Bottle Caps (Metal),Lids (Plastic),"Straws, Stirrers","Forks, Knives, Spoons",Beverage Bottles (Plastic),Beverage Bottles (Glass),Beverage Cans,Grocery Bags (Plastic),Other Plastic Bags,Paper Bags,"Cups, Plates (Paper)","Cups, Plates (Plastic)","Cups, Plates (Foam)","Fishing Buoys, Pots & Traps",Fishing Net & Pieces,Fishing Line (1 yard/meter = 1 piece),Rope (1 yard/meter = 1 piece),Fishing Gear (Clean Swell),6-Pack Holders,Other Plastic/Foam Packaging,"Other Plastic Bottles (oil, bleach, etc.)",Strapping Bands,Tobacco Packaging/Wrap,Other Packaging (Clean Swell),"Appliances (refrigerators, washers, etc.)",Balloons,Cigar Tips,Cigarette Lighters,Construction Materials,Fireworks,Tires,Toys,Other Trash (Clean Swell),Condoms,Diapers,Syringes,Tampons/Tampon Applicators,Personal Hygiene (Clean Swell),Foam Pieces,Glass Pieces,Plastic Pieces,Total Items Collected
3423,"Orange County, CA, USA","California, USA",United States,"33.45235, -117.77534","Land (beach, shoreline and inland)",8/13/16,,1,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3467,"Monterey County, CA, USA","California, USA",United States,"36.62062, -121.83301","Land (beach, shoreline and inland)",8/12/16,,1,0,1,3.9,0.0135,0,8,6,1,0,1,0,0,0,1,2,1,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,7,0,2,0,0,0,0,0,1,3,0,0,0,0,1,0,0,32,72
3491,"Monterey County, CA, USA","California, USA",United States,"36.6208, -121.83295","Land (beach, shoreline and inland)",8/11/16,,1,0,1,0.17,0.014,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,15
3523,"Los Angeles County, CA, USA","California, USA",United States,"33.99952, -118.48532","Land (beach, shoreline and inland)",8/9/16,,1,0,1,0.04,0.0491,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
3525,"Monterey County, CA, USA","California, USA",United States,"36.80157, -121.7882","Land (beach, shoreline and inland)",8/9/16,,1,0,1,0.89,0.3902,0,3,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,28
3536,"Monterey County, CA, USA","California, USA",United States,"36.62079, -121.83273","Land (beach, shoreline and inland)",8/8/16,,1,0,1,1.6,0.0245,0,3,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,20,35
3606,"Los Angeles County, CA, USA","California, USA",United States,"33.77445, -118.10538","Land (beach, shoreline and inland)",8/5/16,Cox Enterprises - KBB,1,0,1,13.03,0.0334,0,48,11,5,9,1,0,1,1,1,4,5,1,3,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,1,7,0,0,0,0,2,0,0,65,180
3607,"San Bernardino County, CA, USA","California, USA",United States,"33.97154, -117.75341","Land (beach, shoreline and inland)",8/5/16,Cox,1,0,1,5,0.011,0,8,15,0,2,10,0,5,11,0,0,1,3,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,50,136
3608,"Orange County, CA, USA","California, USA",United States,"33.46491, -117.68715","Land (beach, shoreline and inland)",8/5/16,Cox,2,0,2,3.83,0.1763,0,12,16,4,3,2,0,3,2,3,4,1,2,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0,22,100
3609,"Orange County, CA, USA","California, USA",United States,"33.46347, -117.68657","Land (beach, shoreline and inland)",8/5/16,Cox,1,0,1,3.91,1.4774,0,8,0,0,2,20,0,2,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,59
3610,"Orange County, CA, USA","California, USA",United States,"33.46255, -117.68492","Land (beach, shoreline and inland)",8/5/16,,1,0,1,4.71,0.0037,0,8,13,2,1,2,0,0,14,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,1,23,0,0,0,0,0,0,0,38,120
3611,"Orange County, CA, USA","California, USA",United States,"33.46279, -117.68512","Land (beach, shoreline and inland)",8/5/16,Cox automotive,1,0,1,8.01,0.0056,0,8,6,4,0,8,0,8,4,0,4,3,11,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,6,89
3612,"Orange County, CA, USA","California, USA",United States,"33.46347, -117.68661","Land (beach, shoreline and inland)",8/5/16,,1,0,1,0.42,0.2675,0,10,0,0,0,1,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50
3613,"Orange County, CA, USA","California, USA",United States,"33.90282, -117.86031","Land (beach, shoreline and inland)",8/5/16,,3,0,3,0.86,0.0153,0,8,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28
3614,"Orange County, CA, USA","California, USA",United States,"33.46288, -117.68699","Land (beach, shoreline and inland)",8/5/16,Cox,3,0,3,11.43,1.3099,0,31,9,3,3,17,0,2,18,1,4,3,3,4,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,5,0,3,0,0,0,0,0,0,28,0,0,0,0,1,0,0,92,238
3615,"Orange County, CA, USA","California, USA",United States,"33.46234, -117.68633","Land (beach, shoreline and inland)",8/5/16,Cox,1,0,1,23.46,0.3299,0,108,16,0,0,9,0,0,6,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,167,0,0,0,0,5,0,0,172,513
3616,"Orange County, CA, USA","California, USA",United States,"33.46253, -117.68781","Land (beach, shoreline and inland)",8/5/16,Casarachel@hotmail.com ,3,0,3,4.7,0.1527,0,85,14,0,0,6,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,160,286
3617,"Orange County, CA, USA","California, USA",United States,"33.46339, -117.68665","Land (beach, shoreline and inland)",8/5/16,Cox,11,0,11,41.99,0.8454,0,251,9,1,0,10,0,4,1,2,2,5,2,3,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,4,0,0,24,528
3618,"Orange County, CA, USA","California, USA",United States,"33.46405, -117.68709","Land (beach, shoreline and inland)",8/5/16,Cox,6,0,6,13.23,0.7649,0,16,20,0,4,13,0,1,5,1,0,1,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,11,0,16,0,0,0,0,0,2,45,0,0,0,0,7,0,0,273,423
3619,"Riverside County, CA, USA","California, USA",United States,"33.75136, -117.46934","Land (beach, shoreline and inland)",8/5/16,@cox,1,0,1,1.97,0.0174,0,20,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,3,0,0,20,59
3620,"Orange County, CA, USA","California, USA",United States,"33.46277, -117.6858","Land (beach, shoreline and inland)",8/5/16,,1,0,1,7.14,0.0651,0,46,22,0,0,1,0,5,2,0,0,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,19,0,0,0,0,9,0,0,277,397
3621,"Orange County, CA, USA","California, USA",United States,"33.4652, -117.6893","Land (beach, shoreline and inland)",8/5/16,SDAA Manheim,6,0,6,2.92,1.1628,0,8,4,0,0,3,0,0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,11,0,0,0,0,1,0,0,12,49
3622,"Orange County, CA, USA","California, USA",United States,"33.4632, -117.68671","Land (beach, shoreline and inland)",8/5/16,Cox automotive,1,0,1,1.74,0.0143,0,2,2,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,19,40
3623,"Orange County, CA, USA","California, USA",United States,"33.46161, -117.67946","Land (beach, shoreline and inland)",8/5/16,Cox,6,0,6,2.6,0.722,0,7,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,8,0,0,0,0,5,0,0,18,52
3624,"Orange County, CA, USA","California, USA",United States,"33.46473, -117.6823","Land (beach, shoreline and inland)",8/5/16,Cox,1,0,1,3.7,0.3194,0,35,9,0,0,15,0,1,11,1,7,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,8,0,0,0,0,0,0,0,13,113
3627,"San Diego County, CA, USA","California, USA",United States,"33.24373, -117.30795","Land (beach, shoreline and inland)",8/5/16,Cox,1,0,1,1.84,0,0,6,8,3,1,5,0,1,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,45
3628,"Orange County, CA, USA","California, USA",United States,"33.46215, -117.68758","Land (beach, shoreline and inland)",8/5/16,Cox Communications,4,0,4,13.73,3.1379,0,16,13,3,0,4,0,0,1,4,0,9,2,3,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,35,0,0,0,0,11,0,0,92,200
3629,"Orange County, CA, USA","California, USA",United States,"33.46341, -117.68672","Land (beach, shoreline and inland)",8/5/16,Cox,1,0,1,0.63,1.1001,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20,29
3630,"Orange County, CA, USA","California, USA",United States,"33.46467, -117.68703","Land (beach, shoreline and inland)",8/5/16,Cox,8,0,8,57.41,1.1253,0,125,110,0,0,5,0,0,7,2,0,5,2,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,19,0,0,0,0,0,7,345,0,0,0,0,15,0,0,391,1039
3631,"Orange County, CA, USA","California, USA",United States,"33.46266, -117.68689","Land (beach, shoreline and inland)",8/5/16,Cox,1,0,1,9.17,2.1736,0,141,25,5,0,23,0,1,6,7,7,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,2,35,0,0,0,0,6,0,0,47,322
3632,"Orange County, CA, USA","California, USA",United States,"33.46236, -117.68684","Land (beach, shoreline and inland)",8/5/16,Cox,1,0,1,5.67,0.0834,0,20,12,0,0,11,0,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,38,112
3633,"Orange County, CA, USA","California, USA",United States,"33.46079, -117.68967","Land (beach, shoreline and inland)",8/5/16,COX,1,0,1,6.36,0.4184,0,22,9,1,1,2,0,3,10,1,1,0,6,10,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,4,0,2,0,0,0,0,0,2,20,0,0,0,0,6,0,0,30,134
3634,"Orange County, CA, USA","California, USA",United States,"33.46192, -117.68823","Land (beach, shoreline and inland)",8/5/16,Cox,2,0,2,6.92,0.9416,0,27,18,1,0,2,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,0,0,0,0,0,0,0,179,272
3635,"Orange County, CA, USA","California, USA",United States,"33.46248, -117.68495","Land (beach, shoreline and inland)",8/5/16,Cox/manheim,3,0,3,14.94,0.0032,0,52,60,0,0,0,0,20,20,5,0,2,2,2,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,41,0,0,0,0,0,1,60,0,0,0,0,6,0,0,50,328
3637,"Orange County, CA, USA","California, USA",United States,"33.46025, -117.68978","Land (beach, shoreline and inland)",8/5/16,Cox,4,0,4,12.1,0.948,0,46,6,1,2,2,0,1,0,3,5,1,6,8,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,2,0,1,0,0,0,0,0,2,13,0,0,0,0,4,0,0,34,155
3639,"Orange County, CA, USA","California, USA",United States,"33.46456, -117.68708","Land (beach, shoreline and inland)",8/5/16,Cox,2,0,2,7.18,0.9344,0,48,18,5,1,13,0,1,0,0,6,1,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,138
3640,"Orange County, CA, USA","California, USA",United States,"33.46474, -117.68726","Land (beach, shoreline and inland)",8/5/16,Manheim ,3,0,3,2.29,0.2126,0,4,5,0,2,3,0,2,2,2,1,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,36
3643,"Orange County, CA, USA","California, USA",United States,"33.46375, -117.68371","Land (beach, shoreline and inland)",8/5/16,Cox,1,0,1,0.87,0.0396,0,5,2,0,0,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,23
3645,"Orange County, CA, USA","California, USA",United States,"33.46234, -117.68561","Land (beach, shoreline and inland)",8/5/16,Cox,3,0,3,0.91,0.3295,0,4,4,1,0,1,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,6,0,0,10,38
3646,"Orange County, CA, USA","California, USA",United States,"33.46212, -117.68757","Land (beach, shoreline and inland)",8/5/16,Cox,4,0,4,25.43,0.7135,0,66,66,2,1,21,0,3,14,6,2,1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,167,0,0,0,0,0,0,0,119,493
3647,"Orange County, CA, USA","California, USA",United States,"33.46293, -117.68698","Land (beach, shoreline and inland)",8/5/16,Cox,1,0,1,7.02,0.2445,0,6,4,2,2,4,0,2,2,0,8,2,8,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,2,70
3745,"Santa Clara County, CA, USA","California, USA",United States,"37.24654, -121.87324","Land (beach, shoreline and inland)",9/8/16,,1,0,1,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3747,"Santa Clara County, CA, USA","California, USA",United States,"37.31883, -122.02853","Land (beach, shoreline and inland)",9/8/16,,1,0,1,0.24,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,11
3750,"Santa Clara County, CA, USA","California, USA",United States,"37.36982, -122.02314","Land (beach, shoreline and inland)",9/8/16,,1,0,1,0.36,0.1001,0,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,21
3772,"Sonoma County, CA, USA","California, USA",United States,"38.30485, -123.05745","Land (beach, shoreline and inland)",9/9/16,,1,0,1,20.15,1.3326,0,63,51,2,3,15,0,1,6,3,1,4,2,2,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,37,0,2,0,0,0,0,0,3,41,0,0,0,0,29,0,0,118,392
3794,"Orange County, CA, USA","California, USA",United States,"33.59384, -117.87595","Land (beach, shoreline and inland)",9/10/16,8,0,0,0,1.43,0.2294,0,4,1,0,0,6,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,17,42
3796,"Orange County, CA, USA","California, USA",United States,"33.59362, -117.87533","Land (beach, shoreline and inland)",9/10/16,Concorsia University Jumpstart,1,0,1,2.04,0.3325,0,2,9,1,0,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,41
3797,"Orange County, CA, USA","California, USA",United States,"33.65434, -117.81232","Land (beach, shoreline and inland)",9/10/16,,14,0,14,1.32,6.4448,0,0,21,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,39
3798,"Orange County, CA, USA","California, USA",United States,"33.65434, -117.81232","Land (beach, shoreline and inland)",9/10/16,,14,0,14,1.32,6.4448,0,0,21,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,39
3800,"Sacramento County, CA, USA","California, USA",United States,"38.57928, -121.34113","Land (beach, shoreline and inland)",9/10/16,,1,0,1,1.35,0.54,0,11,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
3814,"Monterey County, CA, USA","California, USA",United States,"36.62057, -121.83288","Land (beach, shoreline and inland)",9/9/16,,1,0,1,3.41,0.023,0,6,13,0,0,7,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,1,9,0,0,0,0,1,0,0,41,88
3815,"Contra Costa County, CA, USA","California, USA",United States,"37.91457, -122.34835","Land (beach, shoreline and inland)",9/11/16,,1,0,1,0.1,0.0226,0,2,1,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
3816,"Sacramento County, CA, USA","California, USA",United States,"38.57902, -121.33949","Land (beach, shoreline and inland)",9/11/16,,1,0,1,0.79,0.3944,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
3820,"Contra Costa County, CA, USA","California, USA",United States,"37.91431, -122.3482","Land (beach, shoreline and inland)",9/11/16,,1,0,1,1.02,0.1023,0,6,7,1,0,9,0,1,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,8,50
3822,"Contra Costa County, CA, USA","California, USA",United States,"37.90989, -122.35756","Land (beach, shoreline and inland)",9/11/16,,1,0,1,0.18,0.4307,0,1,0,0,0,0,0,1,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14
3825,"Yolo County, CA, USA","California, USA",United States,"38.7984, -121.72142","Land (beach, shoreline and inland)",9/11/16,Self,1,0,1,0.02,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3826,"Marin County, CA, USA","California, USA",United States,"37.98545, -122.52524","Land (beach, shoreline and inland)",9/11/16,,1,0,1,3.42,0.0301,0,307,21,2,3,27,0,5,15,5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,409
3831,"Sacramento County, CA, USA","California, USA",United States,"38.57926, -121.34096","Land (beach, shoreline and inland)",9/12/16,,1,0,1,3.05,0.4925,0,15,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31
3855,"Los Angeles County, CA, USA","California, USA",United States,"33.72881, -118.34081","Land (beach, shoreline and inland)",9/13/16,,1,0,1,0.96,0.7241,0,0,2,0,0,1,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11
3859,"San Diego County, CA, USA","California, USA",United States,"33.15571, -117.35153","Land (beach, shoreline and inland)",9/13/16,,1,0,1,0.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3874,"Orange County, CA, USA","California, USA",United States,"33.70172, -117.91675","Land (beach, shoreline and inland)",9/14/16,,1,0,1,0.13,0.0257,0,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3886,"Los Angeles County, CA, USA","California, USA",United States,"33.72824, -118.34","Land (beach, shoreline and inland)",9/14/16,,1,0,1,2.25,1.0416,0,2,5,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,11,0,0,0,0,1,0,0,0,29
3887,"San Diego County, CA, USA","California, USA",United States,"33.14392, -117.34239","Land (beach, shoreline and inland)",9/14/16,LEGOLAND California,1,0,1,0.43,0.3354,0,2,1,0,0,5,0,2,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23
3901,"San Diego County, CA, USA","California, USA",United States,"33.12732, -117.24423","Land (beach, shoreline and inland)",9/15/16,,1,0,1,0.02,0.0024,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3922,"San Diego County, CA, USA","California, USA",United States,"32.99695, -117.24914","Land (beach, shoreline and inland)",9/15/16,,1,0,1,6.75,0.0156,0,7,20,6,0,7,0,3,4,0,0,9,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,75
3925,"San Diego County, CA, USA","California, USA",United States,"33.21305, -117.38657","Land (beach, shoreline and inland)",9/15/16,Oceanside #1,1,0,1,0.83,1.0595,0,3,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,22
3937,"San Diego County, CA, USA","California, USA",United States,"32.86916, -117.25298","Land (beach, shoreline and inland)",9/16/16,California Sea Grant,1,0,1,0.01,0.0192,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3953,"Monterey County, CA, USA","California, USA",United States,"36.62091, -121.83286","Land (beach, shoreline and inland)",9/15/16,,1,0,1,3.39,0,0,7,6,1,0,1,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,9,0,0,0,0,0,1,3,0,0,0,0,0,0,0,20,69
3967,"Monterey County, CA, USA","California, USA",United States,"36.56359, -121.92285","Land (beach, shoreline and inland)",9/16/16,Grade 5 green,1,0,1,2,1.9586,0,8,7,0,3,5,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,72,0,0,0,0,1,0,0,34,137
3989,"San Diego County, CA, USA","California, USA",United States,"33.16591, -117.31844","Land (beach, shoreline and inland)",9/16/16,,1,0,1,0,0.0368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4544,"San Diego County, CA, USA","California, USA",United States,"32.76326, -117.12099","Land (beach, shoreline and inland)",9/17/16,Sugar,1,0,1,4.4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10
4636,"Orange County, CA, USA","California, USA",United States,"33.47696, -117.71858","Land (beach, shoreline and inland)",9/17/16,Moulton Niguel water ,2,0,2,0.73,0.4653,0,15,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,29
4652,"San Diego County, CA, USA","California, USA",United States,"32.80261, -117.22212","Land (beach, shoreline and inland)",9/17/16,,1,0,1,5.67,0,0,12,18,7,3,0,0,4,0,0,5,6,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,82
4710,"Orange County, CA, USA","California, USA",United States,"33.66421, -117.94926","Land (beach, shoreline and inland)",9/17/16,,1,0,1,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4729,"San Diego County, CA, USA","California, USA",United States,"33.1378, -117.33867","Land (beach, shoreline and inland)",9/17/16,,3,0,3,3.6,0.1859,0,11,5,1,0,7,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,11,0,0,0,0,4,0,0,55,106
4731,"Orange County, CA, USA","California, USA",United States,"33.48336, -117.72506","Land (beach, shoreline and inland)",9/17/16,Moulton Niguel water ,2,0,2,4.67,1.6759,0,7,3,2,1,13,0,0,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,30,74
4734,"San Diego County, CA, USA","California, USA",United States,"33.00399, -117.11556","Land (beach, shoreline and inland)",9/17/16,Boy Scout pack 594 den 7,1,0,1,1.15,1.0059,0,0,4,2,0,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,36,58
4738,"Los Angeles County, CA, USA","California, USA",United States,"34.03087, -118.52523","Land (beach, shoreline and inland)",9/17/16,,3,0,3,6.96,0.7575,0,38,12,2,0,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,23,0,0,0,0,0,0,0,69,159
